text_es,label
"¿Cuánto más actividad criminal están dispuestos a pasar por alto los votantes estadounidenses? ¿Nosotros, como estadounidenses, hemos llegado al punto de que ningún crimen cometido por Hillary o cualquier persona apegada a Hillary la descalificará de ser elegida a la oficina más alta de nuestra nación? ¿Estamos dispuestos a aceptar que ya no podemos confiar en nadie que trabaje para una organización gubernamental en América? La organización política de Virginia Gov. Terry McAuliffe, un influyente demócrata con vínculos de larga data con Bill y Hillary Clinton, dio casi $46 7.500 a la campaña electoral estatal de la Dra. Jill McCabe, quien está casado con Andrew McCabe, ahora el subdirector del FBI.Los registros financieros de Virginia, sobre los que el Sr. McAuliffe ejerce un control considerable, donó un estado adicional de EE.UU. de la campaña estatal de EE.UU. $207,78 es más de apoyo a la campaña de la Dra. McCabe, ahora el subdirector del FBI.El Partido Democrático de Virginia, sobre los fondos que el Sr. McAuliffe ejerció un cargo considerable a las autoridades de EE.UU.UU. a la campaña de EE.",0
"Así que la anfitriona de ABC, Martha Raddatz, demostró una vez más por qué ella es una de las mejores opciones para ser moderadora del Debate Presidencial el domingo, cuando interrogó a Kellyanne Conway sobre el plan de inmigración de los candidatos republicanos.Después de que el gerente de campaña de Trump habló de cómo Hillary Clinton y Tim Kaine supuestamente no responden a las preguntas correctamente porque lo hacen sobre Trump y no están disponibles, Raddatz le pidió a Conway que aclarara algunas preguntas sobre el plan de Trump para deportar a millones de inmigrantes indocumentados, que ella procedió a responder por no responder realmente. Él dijo que esta prioridad serán criminales y aquellos que han sobrepasado sus visas. Eso sigue siendo entre 5 millones y 6.5 millones de personas que dicen que se eliminarán rápidamente. La estimación de costos para eso es entre 51 mil millones y 67 mil millones de dólares.",0
"El gobierno de Trump ha aprobado la construcción de ocho prototipos del muro fronterizo. Estos prototipos están a punto de terminarse a medida que se acerca la fecha límite de la administración. Los prototipos tienen varias pautas que deben satisfacer. Por ejemplo, los muros de concreto tienen que ser de 30 pies de altura mientras que los muros hechos con materiales alternativos tienen que ser de 18 a 30 pies de altura. JUMPING THE FENCE El reportero de MSNBC Jacob Soboroff fue a preestrenar los prototipos que se están construyendo entre dos barreras fronterizas existentes a lo largo de la frontera de EE.UU.-México es una razón de peso. Durante el segmento, Soboroff estaba entrevistando al agente de patrulla fronteriza Roy Villareal cuando varios migrantes fueron capturados en cámara saltando la valla existente en los Estados Unidos. EVERYY BORD ENFORCEMENT = OPEN BORDERS que están en la frontera de EE.",0
"Kris Kobach Durante años, los principales medios de comunicación han ignorado el problema del fraude electoral y menospreciado a aquellos de nosotros que estamos tratando de hacer algo al respecto. Y cuando secretarios de estado como yo identifican casos de fraude, se nos dice que el número de incidentes de fraude electoral es demasiado insignificante para importar.New Hampshire era una victoria obligada para Hillary. Watch CNN explica la importancia de ganar el estado de New Hampshire para Hillary: New Hampshire es uno de los quince estados que permiten el registro de votantes el mismo día. El beneficio del registro de votantes del mismo día es que permite a una persona que ha procrastinado o se ha olvidado de votar el día de las elecciones. El lado negativo del registro del mismo día es que no le permite al estado evaluar la elegibilidad de los votantes de la licencia de conductor residente. New Hampshire es también un estado de batalla de la licencia de conductor del mismo día.",0
"Los liberales en Twitter se indignaron cuando una legisladora republicana de Alabama dijo la verdad acerca de lo que está pasando con el intento de asesinato de personajes del candidato al Senado Roy Moore ¿No son inocentes hasta que se demuestre su culpabilidad?Por favor, vea nuestro informe a continuación sobre el acusador de Roy Moore.Perry Hooper, Jr: Roy Moore ha estado en el ojo público y en la oficina pública durante los últimos 30 años.Y ahora estas damas están llegando ahora con este tipo de acusaciones y acusaciones?Creo que es una típica política de canaleta demócrata.Una defensora de Roy Moore acaba de mentir a @chucktodd sobre las acusaciones de acoso sexual contra Trump que se encuentran en ""todo falso"" y Todd completamente le dejó salir con este tipo de acusaciones y acusaciones.",0
"El presidente Obama debería poner a la Guardia Nacional y a otras unidades militares en espera el día de las elecciones.Porque si los partidarios de Trump no obtienen los resultados que quieren, van a tratar de matar a Hillary Clinton y a cualquier otra persona que se interponga en el camino de su partido para hacerse cargo del gobierno.El Boston Globe asistió a una manifestación de Donald Trump en Ohio la semana pasada y habló con varios partidarios del candidato republicano acerca de lo que harán si su candidato pierde.Para ellos, sin embargo, la única manera que Trump puede perder es si su fraude electoral, que Trump ya ha acusado a Hillary Clinton de cometer.En Pensilvania en agosto, Trump declaró que la única forma en que puede perder es si Hillary Clinton engaña a un candidato, por lo tanto, preparando el escenario para quejas masivas de fraude electoral si Hillary gana la elección el 8 de noviembre, incluso por un desprendimiento, pero todo lo que hace es hacer que su multitud de partidarios blancos de mediana edad, muy enojados y muy paranoicos.Scott Webb está tomando el mando de Trump para ver a los estados electorales muy seriamente.",0
La economía local de EE.UU. cuenta con más de 1 millón de dólares EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE. EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU. de los EE.UU.UU. de los EE.UU. de los EE. de los EE. de los EE. de los EE.UU.,0
"Hoy, el ex anfitrión deshonrado de MSNBC, Keith Olbermann, tuiteó una foto del conservador Tomi Lahren, y la amonestó por usar la bandera de EE.UU. como ropa. Donald Trump usó una pantalla de su tweet y la colocó junto a una foto de Olbermann envuelto en una bandera americana con la bandera que descansa en el suelo alrededor de él. Trump Jr. tuiteó: La vida es dura; es aún más difícil cuando vuelves a la estupidez. Trump Jr. tweet se volvió viral. La vida es dura; es aún más difícil cuando vuelves a la estupidez. pic.twitter.com/rpS7svvff Donald Trump Jr. (@DonaldJTrumpJr) octubre 29, 2017 Sólo un poco más de 4 horas más tarde, el New York Post informó que Ohio Gov. John Kasich está tramando su tercera carrera para presidente. The New York Post de EE.UU. tweet of the New York a landrive and a la fecha de EE.UU.",0
"El presidente Trump se dirigió a la gente de Estados Unidos hoy, mientras esbozaba una nueva y audaz estrategia de seguridad nacional.El pueblo estadounidense es generoso.Usted está decidido, usted es valiente, usted es fuerte, y usted es sabio.Cuando el pueblo estadounidense habla, todos nosotros debemos escuchar.Y hace poco más de un año, usted habló alto y usted habló claro.Y el 8 de noviembre de 2016, usted votó a Make America Great Again.Usted adoptó un nuevo liderazgo, y muy nuevas estrategias, y también una gloriosa nueva esperanza, por eso estamos aquí hoy.Pero para aprovechar las oportunidades del futuro, primero debemos entender los fracasos del pasado.Estados Unidos perseguirá las amenazas a su fuente, para que los terroristas yihadistas sean detenidos en nuestras fronteras.Los informes de Insurrección Legal son los informes de los Estados Unidos: La Casa Blanca ha revelado la estrategia de seguridad nacional del presidente Donald Trump.Tiene cuatro puntos principales: Proteger a Estados Unidos, promover nuestra prosperidad, preservar la paz a través de la fuerza, y promover nuestra influencia.",0
"Desde que Hillary Clinton identificó generosamente, pero correctamente, a cerca de la mitad (¿sólo la mitad?) de Donald Trump, una bandada analfabeta de racistas, barnices de meth-addled taint-barnacles, ¿como una canasta de deplorables, la derecha ha estado en un frenesí mientras intentaban demostrar su derecho? ¡Una declaración tan deplorable, el hijo de Trump Eric, mostró al mundo el lunes que merece el título cuando trató de golpear a Clinton sobre la observación. ¡Mira el #BasketOfDeplorables en Pensacola Florida la noche pasada! ¡Qué horrible declaración! #CrookedHillary. #CrookedT0KUyd Eric Trump (@EricTrump) El #BasketOfDeplorables en Pensacola Florida la noche pasada.",0
"Con la elección de Trump, Rusia ve una gran victoria como su títere se prepara para tomar posesión de su cargo.Un gobernador ruso, Viktor Nazarov, en realidad, dijo literalmente, según CBS News: Resulta que Rusia Unida ganó las elecciones en Estados Unidos. Rusia Unida es el partido político Putin, y no Rusia misma.Sin embargo, eso sigue siendo una proclamación audaz que hacer, ya sea que esté hablando de la intromisión de Putin o simplemente un gobierno títere de Estados Unidos para que Putin lo utilice para fortalecer a Rusia. Rusia sufre de una economía debilitada gracias a sanciones, y parece que nos ve como su boleto fuera de todo eso.Es más probable que nos vea como su boleto para restaurar el poder, así que una vez más se eligen en pie de igualdad con nosotros. Hillary no habría hecho que los demócratas hayan tomado una línea fuerte contra Rusia, pero ¿qué opinan los republicanos de Estados Unidos?",0
"Por ejemplo, considerar el vuelo MH17. He aquí que su progenitor Brasscheck TV False significa llevar a cabo un acto terrorista y culpar a otro partido. A principios de los años 60, el Pentágono elaboró un plan para volar un avión de pasajeros de los Estados Unidos y culpar al gobierno cubano de justificar una invasión y hacerse cargo del país. Se llamó Operación Northwoods. Sólo fue rechazada cuando llegó a la Casa Blanca. De lo contrario, los militares estaban 100% preparados para hacerlo. La coincidencia de otro acto terrorista de alto perfil en Europa al mismo tiempo que Obama estaba en Cuba trajo a la mente esta oscura realidad de la historia estadounidense.¿Hay fuerzas oficiales que, para promover su propia agenda, bombardearían a civiles belgas y culparían a terroristas de Oriente Medio?",0
"Bueno, bueno, bueno Los demócratas están delirando con su deseo de cualquier escándalo en la administración Trump A finales de hoy, el presidente Trump reafirmó su total apoyo a Sessions.",0
"Un día después de que la actriz Debra Messing revelara que lamentaba ir al nuevo programa matutino de la NBC de Megyn Kelly, la asediada anfitriona logró dibujar la ira de una estrella de Hollywood aún más grande.Megyn se sentó con el icono de la pantalla ganador de Oscar Jane Fonda el miércoles, y en un movimiento mal concebido y mal aconsejado, decidió pedir a la actriz de 79 años que detallara la cirugía plástica que había hecho a lo largo de los años.El desagradable intercambio el día 2 del nuevo trabajo de Megyn Kelly en la NBC no pudo haber tenido lugar entre dos mujeres más que se servían a sí mismas y arrogantes.Watch: Usted, usted ha sido un ejemplo para todos, sobre cómo envejecer bellamente y con fuerza. Y sin apologeticamente, comenzó Megyn, dibujando nerviosamente su pregunta. Admite que había hecho el trabajo. Creo que es a su crédito. Usted se ve increíble. ¿Por qué usted dice ..",0
"El ex agente del Servicio Secreto Dan Bongino tiene una explicación de la identidad de la ciudad natal de los políticos y cómo conduce a una criatura pantanosa privilegiada como el líder de la mayoría del Senado Mitch McConnell.Bongino defendió al presidente Trump y rechazó las críticas del ex director de Inteligencia Nacional James Clapper que cuestionó la aptitud de Trump para la oficina después de un mitin en Phoenix, Arizona. Ellos simplemente no entienden a Trump.Bongino es un tipo de Queens, dijo en Fox & Friends Thursday.NUESTRO INFORME PREVIO SOBRE JAMES CLAPPER TRATING TO SLAM TRUMP S FITNESS for OFFICE: El ex director de Inteligencia Nacional James Clapper estuvo muy fuera de línea y fue demasiado político anoche cuando mostró sus tarjetas BIGTIME sobre el presidente Trump.Siguió la última línea izquierdista de que Trump no es apto para servir Sí, la izquierda lo hizo tiene un nuevo libro de juego que hace la falsa afirmación de que de alguna manera Trump no es adecuado para ser presidente.",0
"Los republicanos están atrapados entre una roca y un lugar duro y los demócratas están preparados para aprovechar el caos.La avalancha que enterró al Partido Republicano el viernes está causando pánico masivo entre los candidatos del Partido Republicano hacia arriba y hacia abajo en la votación de 2016.Los comentarios vulgares de Trump sobre a tientas a las mujeres han dado lugar a que muchos republicanos retiren su apoyo a su campaña presidencial.Pero si se adhieren a él o le dan la espalda, es una espada de doble filo que está haciendo que los republicanos se desangren en menos de un mes antes del Día de las Elecciones.El candidato republicano ha sido una fuerza tóxica desde que él lanzó su sombrero en el ring hace más de un año, y mientras que eso ha hecho daño a los republicanos entre los votantes independientes y moderados, además de los muchos grupos que Trump ha insultado a su campaña política, los republicanos que están más lejos de Trump han enfurecido a la base conservadora que de alguna manera todavía lo apoya.",0
"Aquí está lo que el mapa electoral para Crooked Hillary vs. Trump en Oregon miró:Debido a un comportamiento criminal y peligroso extenso, la protesta ahora se considera un motín. Se ha aconsejado a la multitud. Policía de Portland (@PortlandPolice) noviembre 11, 2016Aquellos que no quieren estar asociados con los anarquistas deben abandonar el área inmediatamente. Manifestantes pacíficos alentados a ir a Pioneer Square Portland Police (@PortlandPolice) noviembre 11, 2016Finalmente .police no está diciendo que la mujer que fue atropellada por un coche y asesinada fue parte de las protestas contra Trump, pero el accidente ocurrió cerca del área de protestas según usuarios de Twitter.",0
"Los candidatos demócratas a la presidencia, Bernie Sanders y Hilary Clinton, tienen millones de personas que los apoyan virtualmente por igual. Ambos han ganado primarias y caucuses y ambos han electrificado y llenado estadios cuando se les invita a hablar. Pronto, habrá una decisión: ¿Será Bernie Sanders o Hillary Clinton para la nominación demócrata?Puesto que el apoyo a los candidatos parece estar igualmente dividido entre los dos, un boleto Bernie/Hillary puede tener más sentido. Aquí Bernie Sanders responde a una pregunta sobre si sería el compañero de fórmula vicepresidente de Hillary:[youtube https://www.youtube.com/watch?v=heE143betU8]Tiene sentido tener un boleto conjunto entre los dos contendientes para la nominación.Mientras que Clinton es un candidato popular con el establishment demócrata, Bernie Sanders ha electrificado a generaciones más jóvenes a su campamento. Decenas de miles de personas empacan pequeñas arenas para verlo en campus universitarios.",0
"Después de tomar posesión, Donald Trump ha tomado crédito repetidamente por la economía del presidente Obama y regularmente promociona números de empleos en su cronología de Twitter.Ahora que la economía de Trump está en efecto, dudamos que vaya a tuitear sobre el mercado laboral perdiendo 33,000 empleos el mes pasado.Aunque parte de esto puede atribuirse a desastres naturales, Trump tampoco ha aprobado ninguna legislación importante.El crecimiento del empleo en agosto y julio se redujo a un promedio de 91.000 en los últimos tres meses, mostrando una tendencia que no está a favor de Trump.Los economistas esperan que 75,000 nuevos empleos en lugar de una pérdida de empleo de 33,000.La economía ha añadido un promedio de 172,000 empleos al mes en el último año, pero que ha bajado a un promedio de 91.000 en los últimos tres meses, mostrando una tendencia que no está a favor de Trump.Axios informa que los economistas no cuentan como empleados.",0
"Los medios de comunicación y el Partido Demócrata han estado criticando duramente al presidente Trump por no hacer lo suficiente para denunciar el aumento del odioso antisemitismo, como si Trump tuviera una línea directa a los antisemitas. Bueno, como resulta que la primera persona en ser arrestada por su participación en una serie de amenazas de bomba que se hicieron a los Centros Comunitarios Judíos es una ex-novia racista, izquierdista periodista. Deja que eso se hunda. Cuando 31 años de edad, el periodista deshonrado Juan Thompson fue arrestado en conexión con amenazas contra ocho Centros Comunitarios Judíos, inmediatamente se llevó a Twitter (donde su alimentación está llena de opiniones odiosas y racistas) para culpar a una ex-novia judía por enmarcar a usted para que fuera violada en la cárcel ¿qué otra cosa? Juan Thompson, de Missouri, fue acusado de hacer las amenazas como parte de una extensa campaña contra su ex-novia para hostigarla e intimidarla, la Oficina del Fiscal de EE.UU. para el Distrito Sur de EE.UU. hizo una denuncia de EE.UU. en EE.UU., EE.UU., EE., EE.UU., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE, EE,",0
"¡No, no es un reality show pero Obama lo hizo como un circo!",0
"Más y más republicanos tradicionales están saliendo en contra de la inevitable candidatura presidencial del drainwreck que es Donald Trump. Lo último es Ben Stowe, del blog ultraconservador Red State. Stowe apareció en CNN s Reliable Sources, y el anfitrión Ben Stelter le preguntó específicamente sobre Trump acerca de la Hillary que usted conoce y el Trump que usted conoce. Stowe no hizo falta unas palabras sobre Trump. Sin embargo, creo que si Donald Trump fue el presidente tenemos cuatro años de él definiendo el conservadurismo. Creo que yo sé exactamente a quién estoy llegando. Stowe parece estar preocupado por la redefinición de Trump de lo que significa ser un conservador estadounidense, y sobre la clara e inevitable destrucción de Trump del Partido Republicano como lo conocemos, así que él dice que la situación de EE.UU., EE.UU., EE.UU., EE.UU., EE.UU., EE.UU., EE.UU., EE., EE.UU., EE.UU. y EE.UU., EE., EE.UU., EE.UU., EE., EE.UU., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE.UU.UU., EE., EE., EE., EE.UU., EE., EE., EE., EE., EE.UU., EE., EE., EE., EE.UU., EE., EE.UU.UU.UU., EE., EE., EE., EE., EE.UU.UU.UU.UU., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE.UU.UU., EE.UU., EE., EE., EE., EE.,",0
"De acuerdo con un nuevo informe, el ex espía británico Christopher Steele finalmente ha abierto ante el FBI las fuentes de lo que él llama su puricioso dossier sobre Donald Trump y sus vínculos con el Kremlin, fuentes que sólo fueron identificadas por cartas a lo largo del documento.El documento de 35 páginas fue escrito por Steele, un ex agente del MI6, y publicado por primera vez en Buzzfeed en enero, pero aunque el informe no está demostrado, alegó que el gobierno ruso tenía material que podrían usar para chantajear a Trump, permitiendo al Kremlin impedir en las elecciones presidenciales de 2016 en los Estados Unidos.Steele inicialmente se escondió después de publicar su dossier, pero los investigadores que investigan la interferencia electoral rusa han estado tratando de contactar con él desde que el documento se hizo público, con el Washington Post informando a principios de este año que el FBI incluso planeaba pagarle más información sobre los posibles vínculos de Trump con Rusia.Esto al parecer ocurrió cuando un intermediario trajo a Steele conclusiones al FBI tras la publicación de su informe sobre el caso de la investigación, el estudio de la cual se le ha dado a conocer la información más reciente del año en el que el comandante de la investigación, el año pasado.",0
"Parte del problema es que las organizaciones están registrando a las personas sin ninguna prueba de que son ciudadanos estadounidenses legales.Los documentos de financiación filtrados revelan un esfuerzo de George Soros y sus fundaciones para manipular las leyes electorales y procesar las reglas antes de las elecciones federales mucho más expansivamente de lo que se ha informado anteriormente.El multimillonario y condenado delincuente movió cientos de millones de dólares a esfuerzos a menudo secretos para cambiar las leyes electorales, alimentar litigios para atacar medidas de integridad electoral, impulsar narrativas públicas sobre fraude electoral, e integrar el juego político de la izquierda con esfuerzos para asustar a grupos de minorías raciales acerca de las amenazas a los derechos de voto.Estos esfuerzos financiados por Soros también revelaron esfuerzos deliberados y exitosos para manipular la cobertura de temas electorales en medios convencionales como The New York Times.IF YOU LIVEN One OF THE STATS BELOW, PLEADER ID ISACTED: Aunque algunos estados requieren alguna forma de identificación antes de votar, New York Times, Iowa y EE.UU., EE.UU., EE.UU., EE., EE.UU., EE.UU., EE., EE., EE., EE., EE., EE., EE., EE.UU., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE., EE",0
